id,date,store_nbr,sales,onpromotion
3001044,2017-08-16,13,-13.327804,0
3001045,2017-08-16,13,746.9653,20
3001046,2017-08-16,13,-13.327804,0
3001047,2017-08-16,13,-13.327804,0
3001048,2017-08-16,13,-13.327804,0
3001049,2017-08-16,13,-13.327804,0
3001050,2017-08-16,13,1542.6982,244
3001051,2017-08-16,13,367.30325,14
3001052,2017-08-16,13,-13.327804,0
3001053,2017-08-16,14,-3.1085093,0
3001054,2017-08-16,14,-3.1085093,0
3001055,2017-08-16,14,-82.44551,2
3001056,2017-08-16,14,2641.0098,38
3001057,2017-08-16,14,-3.1085093,0
3001058,2017-08-16,14,553.41,15
3001059,2017-08-16,14,-3.1085093,0
3001060,2017-08-16,14,2416.741,31
3001061,2017-08-16,14,-312.92294,114
3001062,2017-08-16,14,742.66943,18
3001063,2017-08-16,14,-61.37137,1
3001064,2017-08-16,14,-61.37137,1
3001065,2017-08-16,14,592.40247,88
3001066,2017-08-16,14,-3.1085093,0
3001067,2017-08-16,14,-3.1085093,0
3001068,2017-08-16,14,-82.44551,2
3001069,2017-08-16,14,78.03978,6
3001070,2017-08-16,14,-3.1085093,0
3001071,2017-08-16,14,406.1014,14
3001072,2017-08-16,14,-3.1085093,0
3001073,2017-08-16,14,565.6126,16
3001074,2017-08-16,14,11.735188,4
3001075,2017-08-16,14,209.94537,9
3001076,2017-08-16,14,-3.1085093,0
3001077,2017-08-16,14,-3.1085093,0
3001078,2017-08-16,14,624.6533,17
3001079,2017-08-16,14,-3.1085093,0
3001080,2017-08-16,14,-3.1085093,0
3001081,2017-08-16,14,-3.1085093,0
3001082,2017-08-16,14,-3.1085093,0
3001083,2017-08-16,14,1876.8217,223
3001084,2017-08-16,14,406.1014,14
3001085,2017-08-16,14,-3.1085093,0
3001086,2017-08-16,15,-4.525254,0
3001087,2017-08-16,15,-4.525254,0
3001088,2017-08-16,15,-83.86224,2
3001089,2017-08-16,15,2733.5745,45
3001090,2017-08-16,15,-4.525254,0
3001091,2017-08-16,15,597.3209,17
3001092,2017-08-16,15,-4.525254,0
3001093,2017-08-16,15,2410.285,32
3001094,2017-08-16,15,-415.37915,114
3001095,2017-08-16,15,786.4455,19
3001096,2017-08-16,15,-83.86224,2
3001097,2017-08-16,15,-62.78811,1
3001098,2017-08-16,15,455.51642,105
3001099,2017-08-16,15,-4.525254,0
3001100,2017-08-16,15,-4.525254,0
3001101,2017-08-16,15,-83.86224,2
3001102,2017-08-16,15,74.35387,6
3001103,2017-08-16,15,-4.525254,0
3001104,2017-08-16,15,526.07745,15
3001105,2017-08-16,15,-4.525254,0
3001106,2017-08-16,15,538.2802,16
3001107,2017-08-16,15,28.816507,5
3001108,2017-08-16,15,125.44407,8
3001109,2017-08-16,15,-4.525254,0
3001110,2017-08-16,15,-4.525254,0
3001111,2017-08-16,15,538.2802,16
3001112,2017-08-16,15,-4.525254,0
3001113,2017-08-16,15,-4.525254,0
3001114,2017-08-16,15,-4.525254,0
3001115,2017-08-16,15,-4.525254,0
3001116,2017-08-16,15,1761.3665,208
3001117,2017-08-16,15,386.12845,14
3001118,2017-08-16,15,-4.525254,0
3001119,2017-08-16,16,-8.378101,0
3001120,2017-08-16,16,-8.378101,0
3001121,2017-08-16,16,-134.06277,2
3001122,2017-08-16,16,2345.961,34
3001123,2017-08-16,16,-8.378101,0
3001124,2017-08-16,16,530.36456,15
3001125,2017-08-16,16,-8.378101,0
3001126,2017-08-16,16,2302.0703,31
3001127,2017-08-16,16,90.72173,108
3001128,2017-08-16,16,711.8844,18
3001129,2017-08-16,16,-81.165955,1
3001130,2017-08-16,16,-81.165955,1
3001131,2017-08-16,16,90.72173,97
3001132,2017-08-16,16,-8.378101,0
3001133,2017-08-16,16,-8.378101,0
3001134,2017-08-16,16,-134.06277,2
3001135,2017-08-16,16,19.420767,6
3001136,2017-08-16,16,-8.378101,0
3001137,2017-08-16,16,333.3353,14
3001138,2017-08-16,16,-8.378101,0
3001139,2017-08-16,16,544.8834,16
3001140,2017-08-16,16,-26.116573,5
3001141,2017-08-16,16,155.09521,9
3001142,2017-08-16,16,-8.378101,0
3001143,2017-08-16,16,-8.378101,0
3001144,2017-08-16,16,792.5493,19
3001145,2017-08-16,16,-8.378101,0
3001146,2017-08-16,16,-8.378101,0
3001147,2017-08-16,16,-81.165955,1
3001148,2017-08-16,16,-81.165955,1
3001149,2017-08-16,16,1490.8295,211
3001150,2017-08-16,16,333.3353,14
3001151,2017-08-16,16,-8.378101,0
3001152,2017-08-16,17,30.209963,0
3001153,2017-08-16,17,30.209963,0
3001154,2017-08-16,17,91.95453,2
3001155,2017-08-16,17,3325.1785,34
3001156,2017-08-16,17,30.209963,0
3001157,2017-08-16,17,755.5787,15
3001158,2017-08-16,17,30.209963,0
3001159,2017-08-16,17,2938.5452,30
3001160,2017-08-16,17,1062.6321,139
3001161,2017-08-16,17,934.57086,18
3001162,2017-08-16,17,50.896385,1
3001163,2017-08-16,17,50.896385,1
3001164,2017-08-16,17,2444.6562,91
3001165,2017-08-16,17,30.209963,0
3001166,2017-08-16,17,30.209963,0
3001167,2017-08-16,17,91.95453,2
3001168,2017-08-16,17,313.6323,6
3001169,2017-08-16,17,30.209963,0
3001170,2017-08-16,17,770.09735,16
3001171,2017-08-16,17,30.209963,0
3001172,2017-08-16,17,770.09735,16
3001173,2017-08-16,17,249.76897,5
3001174,2017-08-16,17,483.28983,9
3001175,2017-08-16,17,30.209963,0
3001176,2017-08-16,17,30.209963,0
3001177,2017-08-16,17,770.09735,16
3001178,2017-08-16,17,30.209963,0
3001179,2017-08-16,17,30.209963,0
3001180,2017-08-16,17,30.209963,0
3001181,2017-08-16,17,30.209963,0
3001182,2017-08-16,17,1062.6321,177
3001183,2017-08-16,17,618.6806,14
3001184,2017-08-16,17,30.209963,0
3001185,2017-08-16,18,16.806915,0
3001186,2017-08-16,18,16.806915,0
3001187,2017-08-16,18,-35.2272,2
3001188,2017-08-16,18,2674.338,40
3001189,2017-08-16,18,16.806915,0
3001190,2017-08-16,18,637.1699,17
3001191,2017-08-16,18,16.806915,0
3001192,2017-08-16,18,2557.954,34
3001193,2017-08-16,18,899.6394,161
3001194,2017-08-16,18,732.72864,18
3001195,2017-08-16,18,-21.632874,1
3001196,2017-08-16,18,-21.632874,1
3001197,2017-08-16,18,1252.6602,97
3001198,2017-08-16,18,16.806915,0
3001199,2017-08-16,18,16.806915,0
3001200,2017-08-16,18,-35.2272,2
3001201,2017-08-16,18,181.17525,6
3001202,2017-08-16,18,16.806915,0
3001203,2017-08-16,18,583.934,16
3001204,2017-08-16,18,16.806915,0
3001205,2017-08-16,18,599.96716,15
3001206,2017-08-16,18,181.17525,6
3001207,2017-08-16,18,307.36142,9
3001208,2017-08-16,18,16.806915,0
3001209,2017-08-16,18,16.806915,0
3001210,2017-08-16,18,831.73956,21
3001211,2017-08-16,18,16.806915,0
3001212,2017-08-16,18,16.806915,0
3001213,2017-08-16,18,-21.632874,1
3001214,2017-08-16,18,-21.632874,1
3001215,2017-08-16,18,899.6394,156
3001216,2017-08-16,18,460.2275,14
3001217,2017-08-16,18,16.806915,0
3001218,2017-08-16,19,18.279926,0
3001219,2017-08-16,19,18.279926,0
3001220,2017-08-16,19,-38.46944,2
3001221,2017-08-16,19,2765.3179,39
3001222,2017-08-16,19,18.279926,0
3001223,2017-08-16,19,652.28076,15
3001224,2017-08-16,19,18.279926,0
3001225,2017-08-16,19,2267.9187,28
3001226,2017-08-16,19,227.36942,116
3001227,2017-08-16,19,807.99854,18
3001228,2017-08-16,19,-20.159857,1
3001229,2017-08-16,19,-20.159857,1
3001230,2017-08-16,19,763.2469,89
3001231,2017-08-16,19,18.279926,0
3001232,2017-08-16,19,18.279926,0
3001233,2017-08-16,19,-38.46944,2
3001234,2017-08-16,19,175.70927,6
3001235,2017-08-16,19,18.279926,0
3001236,2017-08-16,19,512.54095,14
3001237,2017-08-16,19,18.279926,0
3001238,2017-08-16,19,643.2683,16
3001239,2017-08-16,19,67.83153,4
3001240,2017-08-16,19,369.0038,10
3001241,2017-08-16,19,18.279926,0
3001242,2017-08-16,19,18.279926,0
3001243,2017-08-16,19,652.28076,15
3001244,2017-08-16,19,18.279926,0
3001245,2017-08-16,19,18.279926,0
3001246,2017-08-16,19,18.279926,0
3001247,2017-08-16,19,18.279926,0
3001248,2017-08-16,19,2108.0884,220
3001249,2017-08-16,19,512.54095,14
3001250,2017-08-16,19,18.279926,0
3001251,2017-08-16,2,26.775536,0
3001252,2017-08-16,2,26.775536,0
3001253,2017-08-16,2,-21.012125,2
3001254,2017-08-16,2,1572.0518,23
3001255,2017-08-16,2,26.775536,0
3001256,2017-08-16,2,632.69604,12
3001257,2017-08-16,2,26.775536,0
3001258,2017-08-16,2,1350.268,22
3001259,2017-08-16,2,3063.8098,41
3001260,2017-08-16,2,1042.4062,18
3001261,2017-08-16,2,-22.939154,1
3001262,2017-08-16,2,-22.939154,1
3001263,2017-08-16,2,3813.8237,65
3001264,2017-08-16,2,26.775536,0
3001265,2017-08-16,2,26.775536,0
3001266,2017-08-16,2,-21.012125,2
3001267,2017-08-16,2,338.39636,6
3001268,2017-08-16,2,26.775536,0
3001269,2017-08-16,2,665.3666,11
3001270,2017-08-16,2,26.775536,0
3001271,2017-08-16,2,797.66364,16
3001272,2017-08-16,2,338.39636,6
3001273,2017-08-16,2,738.41296,10
3001274,2017-08-16,2,26.775536,0
3001275,2017-08-16,2,-22.939154,1
3001276,2017-08-16,2,1216.0271,20
3001277,2017-08-16,2,26.775536,0
3001278,2017-08-16,2,26.775536,0
3001279,2017-08-16,2,26.775536,0
3001280,2017-08-16,2,26.775536,0
3001281,2017-08-16,2,3279.3132,255
3001282,2017-08-16,2,622.1203,14
3001283,2017-08-16,2,26.775536,0
3001284,2017-08-16,20,18.97903,0
3001285,2017-08-16,20,18.97903,0
3001286,2017-08-16,20,-10.658952,2
3001287,2017-08-16,20,3508.6704,39
3001288,2017-08-16,20,18.97903,0
3001289,2017-08-16,20,740.7765,16
3001290,2017-08-16,20,18.97903,0
3001291,2017-08-16,20,2965.009,30
3001292,2017-08-16,20,1126.3038,150
3001293,2017-08-16,20,889.5711,18
3001294,2017-08-16,20,-2.49982,1
3001295,2017-08-16,20,-2.49982,1
3001296,2017-08-16,20,2944.4453,92
3001297,2017-08-16,20,18.97903,0
3001298,2017-08-16,20,18.97903,0
3001299,2017-08-16,20,-10.658952,2
3001300,2017-08-16,20,242.66858,6
3001301,2017-08-16,20,18.97903,0
3001302,2017-08-16,20,617.0696,14
3001303,2017-08-16,20,18.97903,0
3001304,2017-08-16,20,440.09857,12
3001305,2017-08-16,20,179.71942,5
3001306,2017-08-16,20,418.2052,9
3001307,2017-08-16,20,18.97903,0
3001308,2017-08-16,20,18.97903,0
3001309,2017-08-16,20,970.2359,19
3001310,2017-08-16,20,18.97903,0
3001311,2017-08-16,20,18.97903,0
3001312,2017-08-16,20,18.97903,0
3001313,2017-08-16,20,18.97903,0
3001314,2017-08-16,20,1126.3038,178
3001315,2017-08-16,20,531.7696,13
3001316,2017-08-16,20,18.97903,0
3001317,2017-08-16,21,34.840206,0
3001318,2017-08-16,21,34.840206,0
3001319,2017-08-16,21,8.943249,2
3001320,2017-08-16,21,3160.4875,46
3001321,2017-08-16,21,34.840206,0
3001322,2017-08-16,21,620.24475,16
3001323,2017-08-16,21,34.840206,0
3001324,2017-08-16,21,2776.683,32
3001325,2017-08-16,21,1026.6622,148
3001326,2017-08-16,21,728.927,18
3001327,2017-08-16,21,11.395979,1
3001328,2017-08-16,21,11.395979,1
3001329,2017-08-16,21,1531.6473,98
3001330,2017-08-16,21,34.840206,0
3001331,2017-08-16,21,34.840206,0
3001332,2017-08-16,21,8.943249,2
3001333,2017-08-16,21,216.94814,6
3001334,2017-08-16,21,34.840206,0
3001335,2017-08-16,21,636.278,15
3001336,2017-08-16,21,34.840206,0
3001337,2017-08-16,21,620.24475,16
3001338,2017-08-16,21,154.98627,5
3001339,2017-08-16,21,360.2381,9
3001340,2017-08-16,21,34.840206,0
3001341,2017-08-16,21,34.840206,0
3001342,2017-08-16,21,728.927,18
3001343,2017-08-16,21,34.840206,0
3001344,2017-08-16,21,11.395979,1
3001345,2017-08-16,21,34.840206,0
3001346,2017-08-16,21,34.840206,0
3001347,2017-08-16,21,1026.6622,170
3001348,2017-08-16,21,538.3702,14
3001349,2017-08-16,21,34.840206,0
3001350,2017-08-16,22,8.165839,0
3001351,2017-08-16,22,8.165839,0
3001352,2017-08-16,22,-84.88305,2
3001353,2017-08-16,22,2307.0771,37
3001354,2017-08-16,22,8.165839,0
3001355,2017-08-16,22,492.3464,15
3001356,2017-08-16,22,8.165839,0
3001357,2017-08-16,22,2153.3127,32
3001358,2017-08-16,22,-62.188923,122
3001359,2017-08-16,22,605.199,18
3001360,2017-08-16,22,-48.056274,1
3001361,2017-08-16,22,-48.056274,1
3001362,2017-08-16,22,751.34644,89
3001363,2017-08-16,22,8.165839,0
3001364,2017-08-16,22,8.165839,0
3001365,2017-08-16,22,-84.88305,2
3001366,2017-08-16,22,83.6051,6
3001367,2017-08-16,22,8.165839,0
3001368,2017-08-16,22,492.3464,15
3001369,2017-08-16,22,8.165839,0
3001370,2017-08-16,22,476.31302,16
3001371,2017-08-16,22,-84.88305,2
3001372,2017-08-16,22,227.62755,10
3001373,2017-08-16,22,8.165839,0
3001374,2017-08-16,22,8.165839,0
3001375,2017-08-16,22,507.3175,17
3001376,2017-08-16,22,8.165839,0
3001377,2017-08-16,22,8.165839,0
3001378,2017-08-16,22,8.165839,0
3001379,2017-08-16,22,-48.056274,1
3001380,2017-08-16,22,1476.085,203
3001381,2017-08-16,22,202.33751,12
3001382,2017-08-16,22,8.165839,0
3001383,2017-08-16,23,37.85454,0
3001384,2017-08-16,23,37.85454,0
3001385,2017-08-16,23,-61.571922,2
3001386,2017-08-16,23,856.2854,21
3001387,2017-08-16,23,37.85454,0
3001388,2017-08-16,23,330.78162,12
3001389,2017-08-16,23,37.85454,0
3001390,2017-08-16,23,1311.9503,24
3001391,2017-08-16,23,2477.465,45
3001392,2017-08-16,23,717.8096,18
3001393,2017-08-16,23,-24.085993,1
3001394,2017-08-16,23,-24.085993,1
3001395,2017-08-16,23,2175.4385,70
3001396,2017-08-16,23,37.85454,0
3001397,2017-08-16,23,37.85454,0
3001398,2017-08-16,23,-61.571922,2
3001399,2017-08-16,23,120.67142,6
3001400,2017-08-16,23,37.85454,0
3001401,2017-08-16,23,330.78162,12
3001402,2017-08-16,23,37.85454,0
3001403,2017-08-16,23,584.5652,16
3001404,2017-08-16,23,58.20764,5
3001405,2017-08-16,23,316.9867,9
3001406,2017-08-16,23,37.85454,0
3001407,2017-08-16,23,37.85454,0
3001408,2017-08-16,23,798.47437,19
3001409,2017-08-16,23,37.85454,0
3001410,2017-08-16,23,37.85454,0
3001411,2017-08-16,23,37.85454,0
3001412,2017-08-16,23,37.85454,0
3001413,2017-08-16,23,1609.6334,253
3001414,2017-08-16,23,508.98575,14
3001415,2017-08-16,23,37.85454,0
3001416,2017-08-16,24,86.30269,0
3001417,2017-08-16,24,86.30269,0
3001418,2017-08-16,24,78.05227,2
3001419,2017-08-16,24,2181.9805,24
3001420,2017-08-16,24,86.30269,0
3001421,2017-08-16,24,1031.2094,12
3001422,2017-08-16,24,86.30269,0
3001423,2017-08-16,24,2018.4117,23
3001424,2017-08-16,24,3454.9011,41
3001425,2017-08-16,24,1604.8583,18
3001426,2017-08-16,24,94.545364,1
3001427,2017-08-16,24,94.545364,1
3001428,2017-08-16,24,3927.9612,63
3001429,2017-08-16,24,86.30269,0
3001430,2017-08-16,24,86.30269,0
3001431,2017-08-16,24,78.05227,2
3001432,2017-08-16,24,538.481,6
3001433,2017-08-16,24,86.30269,0
3001434,2017-08-16,24,1037.8307,11
3001435,2017-08-16,24,86.30269,0
3001436,2017-08-16,24,1459.3407,16
3001437,2017-08-16,24,479.81702,5
3001438,2017-08-16,24,1059.005,9
3001439,2017-08-16,24,86.30269,0
3001440,2017-08-16,24,86.30269,0
3001441,2017-08-16,24,1459.3407,16
3001442,2017-08-16,24,86.30269,0
3001443,2017-08-16,24,86.30269,0
3001444,2017-08-16,24,86.30269,0
3001445,2017-08-16,24,86.30269,0
3001446,2017-08-16,24,5758.1587,254
3001447,2017-08-16,24,1248.074,14
3001448,2017-08-16,24,86.30269,0
3001449,2017-08-16,25,32.75835,0
3001450,2017-08-16,25,32.75835,0
3001451,2017-08-16,25,-78.60024,2
3001452,2017-08-16,25,901.66095,22
3001453,2017-08-16,25,32.75835,0
3001454,2017-08-16,25,371.47363,12
3001455,2017-08-16,25,32.75835,0
3001456,2017-08-16,25,1069.5044,23
3001457,2017-08-16,25,2413.5635,44
3001458,2017-08-16,25,818.90173,18
3001459,2017-08-16,25,-38.52627,1
3001460,2017-08-16,25,-38.52627,1
3001461,2017-08-16,25,2945.744,63
3001462,2017-08-16,25,32.75835,0
3001463,2017-08-16,25,32.75835,0
3001464,2017-08-16,25,-78.60024,2
3001465,2017-08-16,25,169.25824,6
3001466,2017-08-16,25,32.75835,0
3001467,2017-08-16,25,371.47363,12
3001468,2017-08-16,25,32.75835,0
3001469,2017-08-16,25,673.3842,16
3001470,2017-08-16,25,107.98172,5
3001471,2017-08-16,25,354.65842,9
3001472,2017-08-16,25,32.75835,0
3001473,2017-08-16,25,32.75835,0
3001474,2017-08-16,25,818.90173,18
3001475,2017-08-16,25,32.75835,0
3001476,2017-08-16,25,32.75835,0
3001477,2017-08-16,25,32.75835,0
3001478,2017-08-16,25,32.75835,0
3001479,2017-08-16,25,3884.97,253
3001480,2017-08-16,25,463.14423,13
3001481,2017-08-16,25,32.75835,0
3001482,2017-08-16,26,18.559746,0
3001483,2017-08-16,26,18.559746,0
3001484,2017-08-16,26,-173.35739,2
3001485,2017-08-16,26,775.55817,23
3001486,2017-08-16,26,18.559746,0
3001487,2017-08-16,26,202.08667,12
3001488,2017-08-16,26,18.559746,0
3001489,2017-08-16,26,694.9197,22
3001490,2017-08-16,26,2185.9932,42
3001491,2017-08-16,26,645.31573,18
3001492,2017-08-16,26,-70.0246,1
3001493,2017-08-16,26,-70.0246,1
3001494,2017-08-16,26,2356.259,65
3001495,2017-08-16,26,18.559746,0
3001496,2017-08-16,26,18.559746,0
3001497,2017-08-16,26,-173.35739,2
3001498,2017-08-16,26,-51.887173,5
3001499,2017-08-16,26,18.559746,0
3001500,2017-08-16,26,293.7571,13
3001501,2017-08-16,26,18.559746,0
3001502,2017-08-16,26,499.7985,16
3001503,2017-08-16,26,-51.887173,5
3001504,2017-08-16,26,227.37657,10
3001505,2017-08-16,26,18.559746,0
3001506,2017-08-16,26,18.559746,0
3001507,2017-08-16,26,725.9805,19
3001508,2017-08-16,26,18.559746,0
3001509,2017-08-16,26,18.559746,0
3001510,2017-08-16,26,-70.0246,1
3001511,2017-08-16,26,18.559746,0
3001512,2017-08-16,26,2902.809,252
3001513,2017-08-16,26,293.7571,13
3001514,2017-08-16,26,18.559746,0
3001515,2017-08-16,27,59.145287,0
3001516,2017-08-16,27,59.145287,0
3001517,2017-08-16,27,17.828547,2
3001518,2017-08-16,27,1659.7516,24
3001519,2017-08-16,27,59.145287,0
3001520,2017-08-16,27,732.51306,13
3001521,2017-08-16,27,59.145287,0
3001522,2017-08-16,27,1196.3787,20
3001523,2017-08-16,27,3085.0586,41
3001524,2017-08-16,27,1083.046,18
3001525,2017-08-16,27,30.198303,1
3001526,2017-08-16,27,30.198303,1
3001527,2017-08-16,27,3592.1199,65
3001528,2017-08-16,27,59.145287,0
3001529,2017-08-16,27,59.145287,0
3001530,2017-08-16,27,17.828547,2
3001531,2017-08-16,27,297.29346,6
3001532,2017-08-16,27,59.145287,0
3001533,2017-08-16,27,640.84265,12
3001534,2017-08-16,27,59.145287,0
3001535,2017-08-16,27,942.7534,16
3001536,2017-08-16,27,215.52257,5
3001537,2017-08-16,27,666.13257,10
3001538,2017-08-16,27,59.145287,0
3001539,2017-08-16,27,59.145287,0
3001540,2017-08-16,27,1163.7113,19
3001541,2017-08-16,27,59.145287,0
3001542,2017-08-16,27,59.145287,0
3001543,2017-08-16,27,59.145287,0
3001544,2017-08-16,27,59.145287,0
3001545,2017-08-16,27,3576.953,255
3001546,2017-08-16,27,732.51306,13
3001547,2017-08-16,27,59.145287,0
3001548,2017-08-16,28,48.330853,0
3001549,2017-08-16,28,48.330853,0
3001550,2017-08-16,28,-0.6833478,2
3001551,2017-08-16,28,3312.9453,47
3001552,2017-08-16,28,48.330853,0
3001553,2017-08-16,28,998.8133,18
3001554,2017-08-16,28,48.330853,0
3001555,2017-08-16,28,2909.3906,32
3001556,2017-08-16,28,1157.687,151
3001557,2017-08-16,28,998.8133,18
3001558,2017-08-16,28,19.383858,1
3001559,2017-08-16,28,19.383858,1
3001560,2017-08-16,28,1864.6644,101
3001561,2017-08-16,28,48.330853,0
3001562,2017-08-16,28,48.330853,0
3001563,2017-08-16,28,-0.6833478,2
3001564,2017-08-16,28,282.4717,6
3001565,2017-08-16,28,48.330853,0
3001566,2017-08-16,28,862.5913,16
3001567,2017-08-16,28,48.330853,0
3001568,2017-08-16,28,737.0902,14
3001569,2017-08-16,28,70.357086,3
3001570,2017-08-16,28,584.1762,10
3001571,2017-08-16,28,48.330853,0
3001572,2017-08-16,28,48.330853,0
