id,date,store_nbr,sales_x,onpromotion,sales_y
3000993,2017-08-16,12,-13.484913,0,-13.484913
3000994,2017-08-16,12,2185.5115,29,2185.5115
3000995,2017-08-16,12,-725.8258,115,-725.8258
3000996,2017-08-16,12,625.6372,18,625.6372
3000997,2017-08-16,12,-75.05882,1,-75.05882
3000998,2017-08-16,12,-75.05882,1,-75.05882
3000999,2017-08-16,12,699.4595,87,699.4595
3001000,2017-08-16,12,-13.484913,0,-13.484913
3001001,2017-08-16,12,-13.484913,0,-13.484913
3001002,2017-08-16,12,-93.246475,2,-93.246475
3001003,2017-08-16,12,71.54701,6,71.54701
3001004,2017-08-16,12,-13.484913,0,-13.484913
3001005,2017-08-16,12,495.03424,15,495.03424
3001006,2017-08-16,12,-13.484913,0,-13.484913
3001007,2017-08-16,12,476.68484,16,476.68484
3001008,2017-08-16,12,26.988543,5,26.988543
3001009,2017-08-16,12,199.44049,9,199.44049
3001010,2017-08-16,12,-13.484913,0,-13.484913
3001011,2017-08-16,12,-13.484913,0,-13.484913
3001012,2017-08-16,12,495.03424,15,495.03424
3001013,2017-08-16,12,-13.484913,0,-13.484913
3001014,2017-08-16,12,-13.484913,0,-13.484913
3001015,2017-08-16,12,-75.05882,1,-75.05882
3001016,2017-08-16,12,-13.484913,0,-13.484913
3001017,2017-08-16,12,1498.7319,219,1498.7319
3001018,2017-08-16,12,367.14615,14,367.14615
3001019,2017-08-16,12,-13.484913,0,-13.484913
3001020,2017-08-16,13,-13.327804,0,-13.327804
3001021,2017-08-16,13,-13.327804,0,-13.327804
3001022,2017-08-16,13,-93.08937,2,-93.08937
3001023,2017-08-16,13,2309.7148,33,2309.7148
3001024,2017-08-16,13,-13.327804,0,-13.327804
3001025,2017-08-16,13,476.84195,16,476.84195
3001026,2017-08-16,13,-13.327804,0,-13.327804
3001027,2017-08-16,13,2178.3828,29,2178.3828
3001028,2017-08-16,13,544.8409,107,544.8409
3001029,2017-08-16,13,625.6372,18,625.6372
3001030,2017-08-16,13,-74.90172,1,-74.90172
3001031,2017-08-16,13,-74.90172,1,-74.90172
3001032,2017-08-16,13,695.54803,90,695.54803
3001033,2017-08-16,13,-13.327804,0,-13.327804
3001034,2017-08-16,13,-13.327804,0,-13.327804
3001035,2017-08-16,13,-93.08937,2,-93.08937
3001036,2017-08-16,13,71.70412,6,71.70412
3001037,2017-08-16,13,-13.327804,0,-13.327804
3001038,2017-08-16,13,367.30325,14,367.30325
3001039,2017-08-16,13,-13.327804,0,-13.327804
3001040,2017-08-16,13,476.84195,16,476.84195
3001041,2017-08-16,13,-22.596764,3,-22.596764
3001042,2017-08-16,13,213.83878,10,213.83878
3001043,2017-08-16,13,-13.327804,0,-13.327804
3001044,2017-08-16,13,-13.327804,0,-13.327804
3001045,2017-08-16,13,746.9653,20,746.9653
3001046,2017-08-16,13,-13.327804,0,-13.327804
3001047,2017-08-16,13,-13.327804,0,-13.327804
3001048,2017-08-16,13,-13.327804,0,-13.327804
3001049,2017-08-16,13,-13.327804,0,-13.327804
3001050,2017-08-16,13,1542.6982,244,1542.6982
3001051,2017-08-16,13,367.30325,14,367.30325
3001052,2017-08-16,13,-13.327804,0,-13.327804
3001053,2017-08-16,14,-3.1085093,0,-3.1085093
3001054,2017-08-16,14,-3.1085093,0,-3.1085093
3001055,2017-08-16,14,-82.44551,2,-82.44551
3001056,2017-08-16,14,2641.0098,38,2641.0098
3001057,2017-08-16,14,-3.1085093,0,-3.1085093
3001058,2017-08-16,14,553.41,15,553.41
3001059,2017-08-16,14,-3.1085093,0,-3.1085093
3001060,2017-08-16,14,2416.741,31,2416.741
3001061,2017-08-16,14,-312.92294,114,-312.92294
3001062,2017-08-16,14,742.66943,18,742.66943
3001063,2017-08-16,14,-61.37137,1,-61.37137
3001064,2017-08-16,14,-61.37137,1,-61.37137
3001065,2017-08-16,14,592.40247,88,592.40247
3001066,2017-08-16,14,-3.1085093,0,-3.1085093
3001067,2017-08-16,14,-3.1085093,0,-3.1085093
3001068,2017-08-16,14,-82.44551,2,-82.44551
3001069,2017-08-16,14,78.03978,6,78.03978
3001070,2017-08-16,14,-3.1085093,0,-3.1085093
3001071,2017-08-16,14,406.1014,14,406.1014
3001072,2017-08-16,14,-3.1085093,0,-3.1085093
3001073,2017-08-16,14,565.6126,16,565.6126
3001074,2017-08-16,14,11.735188,4,11.735188
3001075,2017-08-16,14,209.94537,9,209.94537
3001076,2017-08-16,14,-3.1085093,0,-3.1085093
3001077,2017-08-16,14,-3.1085093,0,-3.1085093
3001078,2017-08-16,14,624.6533,17,624.6533
3001079,2017-08-16,14,-3.1085093,0,-3.1085093
3001080,2017-08-16,14,-3.1085093,0,-3.1085093
3001081,2017-08-16,14,-3.1085093,0,-3.1085093
3001082,2017-08-16,14,-3.1085093,0,-3.1085093
3001083,2017-08-16,14,1876.8217,223,1876.8217
3001084,2017-08-16,14,406.1014,14,406.1014
3001085,2017-08-16,14,-3.1085093,0,-3.1085093
3001086,2017-08-16,15,-4.525254,0,-4.525254
3001087,2017-08-16,15,-4.525254,0,-4.525254
3001088,2017-08-16,15,-83.86224,2,-83.86224
3001089,2017-08-16,15,2733.5745,45,2733.5745
3001090,2017-08-16,15,-4.525254,0,-4.525254
3001091,2017-08-16,15,597.3209,17,597.3209
3001092,2017-08-16,15,-4.525254,0,-4.525254
3001093,2017-08-16,15,2410.285,32,2410.285
3001094,2017-08-16,15,-415.37915,114,-415.37915
3001095,2017-08-16,15,786.4455,19,786.4455
3001096,2017-08-16,15,-83.86224,2,-83.86224
3001097,2017-08-16,15,-62.78811,1,-62.78811
3001098,2017-08-16,15,455.51642,105,455.51642
3001099,2017-08-16,15,-4.525254,0,-4.525254
3001100,2017-08-16,15,-4.525254,0,-4.525254
3001101,2017-08-16,15,-83.86224,2,-83.86224
3001102,2017-08-16,15,74.35387,6,74.35387
3001103,2017-08-16,15,-4.525254,0,-4.525254
3001104,2017-08-16,15,526.07745,15,526.07745
3001105,2017-08-16,15,-4.525254,0,-4.525254
3001106,2017-08-16,15,538.2802,16,538.2802
3001107,2017-08-16,15,28.816507,5,28.816507
3001108,2017-08-16,15,125.44407,8,125.44407
3001109,2017-08-16,15,-4.525254,0,-4.525254
3001110,2017-08-16,15,-4.525254,0,-4.525254
3001111,2017-08-16,15,538.2802,16,538.2802
3001112,2017-08-16,15,-4.525254,0,-4.525254
3001113,2017-08-16,15,-4.525254,0,-4.525254
3001114,2017-08-16,15,-4.525254,0,-4.525254
3001115,2017-08-16,15,-4.525254,0,-4.525254
3001116,2017-08-16,15,1761.3665,208,1761.3665
3001117,2017-08-16,15,386.12845,14,386.12845
3001118,2017-08-16,15,-4.525254,0,-4.525254
3001119,2017-08-16,16,-8.378101,0,-8.378101
3001120,2017-08-16,16,-8.378101,0,-8.378101
3001121,2017-08-16,16,-134.06277,2,-134.06277
3001122,2017-08-16,16,2345.961,34,2345.961
3001123,2017-08-16,16,-8.378101,0,-8.378101
3001124,2017-08-16,16,530.36456,15,530.36456
3001125,2017-08-16,16,-8.378101,0,-8.378101
3001126,2017-08-16,16,2302.0703,31,2302.0703
3001127,2017-08-16,16,90.72173,108,90.72173
3001128,2017-08-16,16,711.8844,18,711.8844
3001129,2017-08-16,16,-81.165955,1,-81.165955
3001130,2017-08-16,16,-81.165955,1,-81.165955
3001131,2017-08-16,16,90.72173,97,90.72173
3001132,2017-08-16,16,-8.378101,0,-8.378101
3001133,2017-08-16,16,-8.378101,0,-8.378101
3001134,2017-08-16,16,-134.06277,2,-134.06277
3001135,2017-08-16,16,19.420767,6,19.420767
3001136,2017-08-16,16,-8.378101,0,-8.378101
3001137,2017-08-16,16,333.3353,14,333.3353
3001138,2017-08-16,16,-8.378101,0,-8.378101
3001139,2017-08-16,16,544.8834,16,544.8834
3001140,2017-08-16,16,-26.116573,5,-26.116573
3001141,2017-08-16,16,155.09521,9,155.09521
3001142,2017-08-16,16,-8.378101,0,-8.378101
3001143,2017-08-16,16,-8.378101,0,-8.378101
3001144,2017-08-16,16,792.5493,19,792.5493
3001145,2017-08-16,16,-8.378101,0,-8.378101
3001146,2017-08-16,16,-8.378101,0,-8.378101
3001147,2017-08-16,16,-81.165955,1,-81.165955
3001148,2017-08-16,16,-81.165955,1,-81.165955
3001149,2017-08-16,16,1490.8295,211,1490.8295
3001150,2017-08-16,16,333.3353,14,333.3353
3001151,2017-08-16,16,-8.378101,0,-8.378101
3001152,2017-08-16,17,30.209963,0,30.209963
3001153,2017-08-16,17,30.209963,0,30.209963
3001154,2017-08-16,17,91.95453,2,91.95453
3001155,2017-08-16,17,3325.1785,34,3325.1785
3001156,2017-08-16,17,30.209963,0,30.209963
3001157,2017-08-16,17,755.5787,15,755.5787
3001158,2017-08-16,17,30.209963,0,30.209963
3001159,2017-08-16,17,2938.5452,30,2938.5452
3001160,2017-08-16,17,1062.6321,139,1062.6321
3001161,2017-08-16,17,934.57086,18,934.57086
3001162,2017-08-16,17,50.896385,1,50.896385
3001163,2017-08-16,17,50.896385,1,50.896385
3001164,2017-08-16,17,2444.6562,91,2444.6562
3001165,2017-08-16,17,30.209963,0,30.209963
3001166,2017-08-16,17,30.209963,0,30.209963
3001167,2017-08-16,17,91.95453,2,91.95453
3001168,2017-08-16,17,313.6323,6,313.6323
3001169,2017-08-16,17,30.209963,0,30.209963
3001170,2017-08-16,17,770.09735,16,770.09735
3001171,2017-08-16,17,30.209963,0,30.209963
3001172,2017-08-16,17,770.09735,16,770.09735
3001173,2017-08-16,17,249.76897,5,249.76897
3001174,2017-08-16,17,483.28983,9,483.28983
3001175,2017-08-16,17,30.209963,0,30.209963
3001176,2017-08-16,17,30.209963,0,30.209963
3001177,2017-08-16,17,770.09735,16,770.09735
3001178,2017-08-16,17,30.209963,0,30.209963
3001179,2017-08-16,17,30.209963,0,30.209963
3001180,2017-08-16,17,30.209963,0,30.209963
3001181,2017-08-16,17,30.209963,0,30.209963
3001182,2017-08-16,17,1062.6321,177,1062.6321
3001183,2017-08-16,17,618.6806,14,618.6806
3001184,2017-08-16,17,30.209963,0,30.209963
3001185,2017-08-16,18,16.806915,0,16.806915
3001186,2017-08-16,18,16.806915,0,16.806915
3001187,2017-08-16,18,-35.2272,2,-35.2272
3001188,2017-08-16,18,2674.338,40,2674.338
3001189,2017-08-16,18,16.806915,0,16.806915
3001190,2017-08-16,18,637.1699,17,637.1699
3001191,2017-08-16,18,16.806915,0,16.806915
3001192,2017-08-16,18,2557.954,34,2557.954
3001193,2017-08-16,18,899.6394,161,899.6394
3001194,2017-08-16,18,732.72864,18,732.72864
3001195,2017-08-16,18,-21.632874,1,-21.632874
3001196,2017-08-16,18,-21.632874,1,-21.632874
3001197,2017-08-16,18,1252.6602,97,1252.6602
3001198,2017-08-16,18,16.806915,0,16.806915
3001199,2017-08-16,18,16.806915,0,16.806915
3001200,2017-08-16,18,-35.2272,2,-35.2272
3001201,2017-08-16,18,181.17525,6,181.17525
3001202,2017-08-16,18,16.806915,0,16.806915
3001203,2017-08-16,18,583.934,16,583.934
3001204,2017-08-16,18,16.806915,0,16.806915
3001205,2017-08-16,18,599.96716,15,599.96716
3001206,2017-08-16,18,181.17525,6,181.17525
3001207,2017-08-16,18,307.36142,9,307.36142
3001208,2017-08-16,18,16.806915,0,16.806915
3001209,2017-08-16,18,16.806915,0,16.806915
3001210,2017-08-16,18,831.73956,21,831.73956
3001211,2017-08-16,18,16.806915,0,16.806915
3001212,2017-08-16,18,16.806915,0,16.806915
3001213,2017-08-16,18,-21.632874,1,-21.632874
3001214,2017-08-16,18,-21.632874,1,-21.632874
3001215,2017-08-16,18,899.6394,156,899.6394
3001216,2017-08-16,18,460.2275,14,460.2275
3001217,2017-08-16,18,16.806915,0,16.806915
3001218,2017-08-16,19,18.279926,0,18.279926
3001219,2017-08-16,19,18.279926,0,18.279926
3001220,2017-08-16,19,-38.46944,2,-38.46944
3001221,2017-08-16,19,2765.3179,39,2765.3179
3001222,2017-08-16,19,18.279926,0,18.279926
3001223,2017-08-16,19,652.28076,15,652.28076
3001224,2017-08-16,19,18.279926,0,18.279926
3001225,2017-08-16,19,2267.9187,28,2267.9187
3001226,2017-08-16,19,227.36942,116,227.36942
3001227,2017-08-16,19,807.99854,18,807.99854
3001228,2017-08-16,19,-20.159857,1,-20.159857
3001229,2017-08-16,19,-20.159857,1,-20.159857
3001230,2017-08-16,19,763.2469,89,763.2469
3001231,2017-08-16,19,18.279926,0,18.279926
3001232,2017-08-16,19,18.279926,0,18.279926
3001233,2017-08-16,19,-38.46944,2,-38.46944
3001234,2017-08-16,19,175.70927,6,175.70927
3001235,2017-08-16,19,18.279926,0,18.279926
3001236,2017-08-16,19,512.54095,14,512.54095
3001237,2017-08-16,19,18.279926,0,18.279926
3001238,2017-08-16,19,643.2683,16,643.2683
3001239,2017-08-16,19,67.83153,4,67.83153
3001240,2017-08-16,19,369.0038,10,369.0038
3001241,2017-08-16,19,18.279926,0,18.279926
3001242,2017-08-16,19,18.279926,0,18.279926
3001243,2017-08-16,19,652.28076,15,652.28076
3001244,2017-08-16,19,18.279926,0,18.279926
3001245,2017-08-16,19,18.279926,0,18.279926
3001246,2017-08-16,19,18.279926,0,18.279926
3001247,2017-08-16,19,18.279926,0,18.279926
3001248,2017-08-16,19,2108.0884,220,2108.0884
3001249,2017-08-16,19,512.54095,14,512.54095
3001250,2017-08-16,19,18.279926,0,18.279926
3001251,2017-08-16,2,26.775536,0,26.775536
3001252,2017-08-16,2,26.775536,0,26.775536
3001253,2017-08-16,2,-21.012125,2,-21.012125
3001254,2017-08-16,2,1572.0518,23,1572.0518
3001255,2017-08-16,2,26.775536,0,26.775536
3001256,2017-08-16,2,632.69604,12,632.69604
3001257,2017-08-16,2,26.775536,0,26.775536
3001258,2017-08-16,2,1350.268,22,1350.268
3001259,2017-08-16,2,3063.8098,41,3063.8098
3001260,2017-08-16,2,1042.4062,18,1042.4062
3001261,2017-08-16,2,-22.939154,1,-22.939154
3001262,2017-08-16,2,-22.939154,1,-22.939154
3001263,2017-08-16,2,3813.8237,65,3813.8237
3001264,2017-08-16,2,26.775536,0,26.775536
3001265,2017-08-16,2,26.775536,0,26.775536
3001266,2017-08-16,2,-21.012125,2,-21.012125
3001267,2017-08-16,2,338.39636,6,338.39636
3001268,2017-08-16,2,26.775536,0,26.775536
3001269,2017-08-16,2,665.3666,11,665.3666
3001270,2017-08-16,2,26.775536,0,26.775536
3001271,2017-08-16,2,797.66364,16,797.66364
3001272,2017-08-16,2,338.39636,6,338.39636
3001273,2017-08-16,2,738.41296,10,738.41296
3001274,2017-08-16,2,26.775536,0,26.775536
3001275,2017-08-16,2,-22.939154,1,-22.939154
3001276,2017-08-16,2,1216.0271,20,1216.0271
3001277,2017-08-16,2,26.775536,0,26.775536
3001278,2017-08-16,2,26.775536,0,26.775536
3001279,2017-08-16,2,26.775536,0,26.775536
3001280,2017-08-16,2,26.775536,0,26.775536
3001281,2017-08-16,2,3279.3132,255,3279.3132
3001282,2017-08-16,2,622.1203,14,622.1203
3001283,2017-08-16,2,26.775536,0,26.775536
3001284,2017-08-16,20,18.97903,0,18.97903
3001285,2017-08-16,20,18.97903,0,18.97903
3001286,2017-08-16,20,-10.658952,2,-10.658952
3001287,2017-08-16,20,3508.6704,39,3508.6704
3001288,2017-08-16,20,18.97903,0,18.97903
3001289,2017-08-16,20,740.7765,16,740.7765
3001290,2017-08-16,20,18.97903,0,18.97903
3001291,2017-08-16,20,2965.009,30,2965.009
3001292,2017-08-16,20,1126.3038,150,1126.3038
3001293,2017-08-16,20,889.5711,18,889.5711
3001294,2017-08-16,20,-2.49982,1,-2.49982
3001295,2017-08-16,20,-2.49982,1,-2.49982
3001296,2017-08-16,20,2944.4453,92,2944.4453
3001297,2017-08-16,20,18.97903,0,18.97903
3001298,2017-08-16,20,18.97903,0,18.97903
3001299,2017-08-16,20,-10.658952,2,-10.658952
3001300,2017-08-16,20,242.66858,6,242.66858
3001301,2017-08-16,20,18.97903,0,18.97903
3001302,2017-08-16,20,617.0696,14,617.0696
3001303,2017-08-16,20,18.97903,0,18.97903
3001304,2017-08-16,20,440.09857,12,440.09857
3001305,2017-08-16,20,179.71942,5,179.71942
3001306,2017-08-16,20,418.2052,9,418.2052
3001307,2017-08-16,20,18.97903,0,18.97903
3001308,2017-08-16,20,18.97903,0,18.97903
3001309,2017-08-16,20,970.2359,19,970.2359
3001310,2017-08-16,20,18.97903,0,18.97903
3001311,2017-08-16,20,18.97903,0,18.97903
3001312,2017-08-16,20,18.97903,0,18.97903
3001313,2017-08-16,20,18.97903,0,18.97903
3001314,2017-08-16,20,1126.3038,178,1126.3038
3001315,2017-08-16,20,531.7696,13,531.7696
3001316,2017-08-16,20,18.97903,0,18.97903
3001317,2017-08-16,21,34.840206,0,34.840206
3001318,2017-08-16,21,34.840206,0,34.840206
3001319,2017-08-16,21,8.943249,2,8.943249
3001320,2017-08-16,21,3160.4875,46,3160.4875
3001321,2017-08-16,21,34.840206,0,34.840206
3001322,2017-08-16,21,620.24475,16,620.24475
3001323,2017-08-16,21,34.840206,0,34.840206
3001324,2017-08-16,21,2776.683,32,2776.683
3001325,2017-08-16,21,1026.6622,148,1026.6622
3001326,2017-08-16,21,728.927,18,728.927
3001327,2017-08-16,21,11.395979,1,11.395979
3001328,2017-08-16,21,11.395979,1,11.395979
3001329,2017-08-16,21,1531.6473,98,1531.6473
3001330,2017-08-16,21,34.840206,0,34.840206
3001331,2017-08-16,21,34.840206,0,34.840206
3001332,2017-08-16,21,8.943249,2,8.943249
3001333,2017-08-16,21,216.94814,6,216.94814
3001334,2017-08-16,21,34.840206,0,34.840206
3001335,2017-08-16,21,636.278,15,636.278
3001336,2017-08-16,21,34.840206,0,34.840206
3001337,2017-08-16,21,620.24475,16,620.24475
3001338,2017-08-16,21,154.98627,5,154.98627
3001339,2017-08-16,21,360.2381,9,360.2381
3001340,2017-08-16,21,34.840206,0,34.840206
3001341,2017-08-16,21,34.840206,0,34.840206
3001342,2017-08-16,21,728.927,18,728.927
3001343,2017-08-16,21,34.840206,0,34.840206
3001344,2017-08-16,21,11.395979,1,11.395979
3001345,2017-08-16,21,34.840206,0,34.840206
3001346,2017-08-16,21,34.840206,0,34.840206
3001347,2017-08-16,21,1026.6622,170,1026.6622
3001348,2017-08-16,21,538.3702,14,538.3702
3001349,2017-08-16,21,34.840206,0,34.840206
3001350,2017-08-16,22,8.165839,0,8.165839
3001351,2017-08-16,22,8.165839,0,8.165839
3001352,2017-08-16,22,-84.88305,2,-84.88305
3001353,2017-08-16,22,2307.0771,37,2307.0771
3001354,2017-08-16,22,8.165839,0,8.165839
3001355,2017-08-16,22,492.3464,15,492.3464
3001356,2017-08-16,22,8.165839,0,8.165839
3001357,2017-08-16,22,2153.3127,32,2153.3127
3001358,2017-08-16,22,-62.188923,122,-62.188923
3001359,2017-08-16,22,605.199,18,605.199
3001360,2017-08-16,22,-48.056274,1,-48.056274
3001361,2017-08-16,22,-48.056274,1,-48.056274
3001362,2017-08-16,22,751.34644,89,751.34644
3001363,2017-08-16,22,8.165839,0,8.165839
3001364,2017-08-16,22,8.165839,0,8.165839
3001365,2017-08-16,22,-84.88305,2,-84.88305
3001366,2017-08-16,22,83.6051,6,83.6051
3001367,2017-08-16,22,8.165839,0,8.165839
3001368,2017-08-16,22,492.3464,15,492.3464
3001369,2017-08-16,22,8.165839,0,8.165839
3001370,2017-08-16,22,476.31302,16,476.31302
3001371,2017-08-16,22,-84.88305,2,-84.88305
3001372,2017-08-16,22,227.62755,10,227.62755
3001373,2017-08-16,22,8.165839,0,8.165839
3001374,2017-08-16,22,8.165839,0,8.165839
3001375,2017-08-16,22,507.3175,17,507.3175
3001376,2017-08-16,22,8.165839,0,8.165839
3001377,2017-08-16,22,8.165839,0,8.165839
3001378,2017-08-16,22,8.165839,0,8.165839
3001379,2017-08-16,22,-48.056274,1,-48.056274
3001380,2017-08-16,22,1476.085,203,1476.085
3001381,2017-08-16,22,202.33751,12,202.33751
3001382,2017-08-16,22,8.165839,0,8.165839
3001383,2017-08-16,23,37.85454,0,37.85454
3001384,2017-08-16,23,37.85454,0,37.85454
3001385,2017-08-16,23,-61.571922,2,-61.571922
3001386,2017-08-16,23,856.2854,21,856.2854
3001387,2017-08-16,23,37.85454,0,37.85454
3001388,2017-08-16,23,330.78162,12,330.78162
3001389,2017-08-16,23,37.85454,0,37.85454
3001390,2017-08-16,23,1311.9503,24,1311.9503
3001391,2017-08-16,23,2477.465,45,2477.465
3001392,2017-08-16,23,717.8096,18,717.8096
3001393,2017-08-16,23,-24.085993,1,-24.085993
3001394,2017-08-16,23,-24.085993,1,-24.085993
3001395,2017-08-16,23,2175.4385,70,2175.4385
3001396,2017-08-16,23,37.85454,0,37.85454
3001397,2017-08-16,23,37.85454,0,37.85454
3001398,2017-08-16,23,-61.571922,2,-61.571922
3001399,2017-08-16,23,120.67142,6,120.67142
3001400,2017-08-16,23,37.85454,0,37.85454
3001401,2017-08-16,23,330.78162,12,330.78162
3001402,2017-08-16,23,37.85454,0,37.85454
3001403,2017-08-16,23,584.5652,16,584.5652
3001404,2017-08-16,23,58.20764,5,58.20764
3001405,2017-08-16,23,316.9867,9,316.9867
3001406,2017-08-16,23,37.85454,0,37.85454
3001407,2017-08-16,23,37.85454,0,37.85454
3001408,2017-08-16,23,798.47437,19,798.47437
3001409,2017-08-16,23,37.85454,0,37.85454
3001410,2017-08-16,23,37.85454,0,37.85454
3001411,2017-08-16,23,37.85454,0,37.85454
3001412,2017-08-16,23,37.85454,0,37.85454
3001413,2017-08-16,23,1609.6334,253,1609.6334
3001414,2017-08-16,23,508.98575,14,508.98575
3001415,2017-08-16,23,37.85454,0,37.85454
3001416,2017-08-16,24,86.30269,0,86.30269
3001417,2017-08-16,24,86.30269,0,86.30269
3001418,2017-08-16,24,78.05227,2,78.05227
3001419,2017-08-16,24,2181.9805,24,2181.9805
3001420,2017-08-16,24,86.30269,0,86.30269
3001421,2017-08-16,24,1031.2094,12,1031.2094
3001422,2017-08-16,24,86.30269,0,86.30269
3001423,2017-08-16,24,2018.4117,23,2018.4117
3001424,2017-08-16,24,3454.9011,41,3454.9011
3001425,2017-08-16,24,1604.8583,18,1604.8583
3001426,2017-08-16,24,94.545364,1,94.545364
